gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z
0.30517578,-2.4414062,-3.9672852,-0.055066638,9.701305,0.045489833
0.24414062,-2.5024414,-3.9672852,-0.046686932,9.676167,0.050278235
0.30517578,-2.5024414,-3.9672852,-0.047884032,9.68694,0.045489833
0.30517578,-2.5634766,-3.9672852,-0.051475335,9.709685,0.05626374
0.36621094,-2.5024414,-4.0283203,-0.051475335,9.672575,0.049081136
0.36621094,-2.5024414,-4.0283203,-0.050278235,9.67856,0.050278235
0.30517578,-2.5634766,-3.9672852,-0.047884032,9.694122,0.039504327
0.30517578,-2.5024414,-4.0283203,-0.045489833,9.725247,0.045489833
0.30517578,-2.4414062,-4.0893555,-0.047884032,9.690532,0.05746084
0.18310547,-2.5024414,-4.0283203,-0.05626374,9.688137,0.06344634
0.18310547,-2.5024414,-4.0283203,-0.05267244,9.692925,0.051475335
0.24414062,-2.5634766,-4.0283203,-0.05267244,9.679757,0.051475335
0.18310547,-2.5024414,-4.0283203,-0.051475335,9.702502,0.05626374
0.24414062,-2.5024414,-4.0283203,-0.046686932,9.703699,0.05267244
0.24414062,-2.5634766,-4.0283203,-0.047884032,9.690532,0.053869538
0.30517578,-2.4414062,-4.0283203,-0.046686932,9.700109,0.05626374
0.4272461,-2.5024414,-4.0283203,-0.046686932,9.702502,0.05267244
0.24414062,-2.5024414,-3.90625,-0.046686932,9.700109,0.062249243
0.061035156,-2.5024414,-3.9672852,-0.047884032,9.69532,0.051475335
0.24414062,-2.5024414,-4.0283203,-0.06464344,9.692925,0.050278235
0.30517578,-2.5634766,-4.0283203,-0.05865794,9.683349,0.053869538
0.18310547,-2.5024414,-3.9672852,-0.05267244,9.680955,0.047884032
0.24414062,-2.5024414,-3.9672852,-0.05746084,9.702502,0.038307227
0.30517578,-2.5634766,-3.9672852,-0.051475335,9.690532,0.06344634
0.36621094,-2.5024414,-3.9672852,-0.047884032,9.707291,0.06344634
0.24414062,-2.5634766,-3.90625,-0.049081136,9.701305,0.061052144
0.12207031,-2.5634766,-3.90625,-0.045489833,9.697714,0.049081136
0.18310547,-2.5634766,-3.90625,-0.044292733,9.702502,0.045489833
0.24414062,-2.5024414,-3.9672852,-0.045489833,9.694122,0.04189853
0.30517578,-2.5024414,-3.90625,-0.05865794,9.67856,0.045489833
0.30517578,-2.5024414,-4.0283203,-0.053869538,9.703699,0.059855044
0.24414062,-2.5024414,-3.9672852,-0.059855044,9.671378,0.051475335
0.24414062,-2.5024414,-3.90625,-0.05267244,9.696517,0.033518825
0.24414062,-2.5634766,-3.9672852,-0.049081136,9.672575,0.055066638
0.24414062,-2.5024414,-3.9672852,-0.050278235,9.702502,0.050278235
0.24414062,-2.5024414,-3.9672852,-0.047884032,9.69532,0.04070143
0.36621094,-2.4414062,-3.9672852,-0.047884032,9.676167,0.04309563
0.4272461,-2.5024414,-3.9672852,-0.051475335,9.685743,0.055066638
0.30517578,-2.5024414,-3.9672852,-0.061052144,9.67856,0.046686932
0.24414062,-2.5634766,-3.9672852,-0.053869538,9.676167,0.035913024
0.30517578,-2.5024414,-3.9672852,-0.059855044,9.689334,0.051475335
0.30517578,-2.319336,-3.9672852,-0.050278235,9.671378,0.05267244
0.24414062,-2.5024414,-3.90625,-0.046686932,9.714474,0.037110128
0.24414062,-2.5634766,-3.9672852,-0.051475335,9.65821,0.044292733
0.30517578,-2.5024414,-3.90625,-0.05626374,9.701305,0.050278235
0.24414062,-2.5024414,-3.90625,-0.05267244,9.677363,0.053869538
0.30517578,-2.5634766,-3.90625,-0.050278235,9.697714,0.051475335
0.24414062,-2.5634766,-3.90625,-0.053869538,9.7084875,0.05746084
0.30517578,-2.5024414,-3.90625,-0.061052144,9.679757,0.062249243
0.36621094,-2.5024414,-3.90625,-0.049081136,9.701305,0.061052144
0.36621094,-2.5024414,-3.9672852,-0.044292733,9.698911,0.05746084
0.30517578,-2.4414062,-3.9672852,-0.044292733,9.698911,0.045489833
0.36621094,-2.4414062,-4.0283203,-0.044292733,9.712079,0.046686932
0.4272461,-2.4414062,-4.0283203,-0.044292733,9.706094,0.051475335
0.30517578,-2.5634766,-4.0283203,-0.053869538,9.685743,0.04189853
0.24414062,-2.5024414,-3.9672852,-0.06344634,9.690532,0.05865794
0.24414062,-2.4414062,-3.9672852,-0.06464344,9.680955,0.062249243
0.30517578,-2.5024414,-3.9672852,-0.06464344,9.665392,0.06464344
0.4272461,-2.4414062,-3.8452148,-0.06703765,9.683349,0.061052144
0.36621094,-2.5024414,-3.8452148,-0.062249243,9.6845455,0.06344634
0.18310547,-2.5634766,-3.7841797,-0.049081136,9.682152,0.05865794
0.30517578,-2.5634766,-3.8452148,-0.046686932,9.703699,0.05746084
0.36621094,-2.5634766,-3.8452148,-0.044292733,9.707291,0.046686932
0.30517578,-2.5634766,-3.90625,-0.045489833,9.706094,0.034715924
0.24414062,-2.5634766,-3.90625,-0.047884032,9.690532,0.038307227
0.30517578,-2.5634766,-3.7841797,-0.050278235,9.694122,0.047884032
0.18310547,-2.5634766,-3.8452148,-0.06823475,9.697714,0.077811554
0.18310547,-2.6245117,-3.8452148,-0.062249243,9.677363,0.061052144
0.12207031,-2.5634766,-3.8452148,-0.05267244,9.680955,0.05865794
0.18310547,-2.5024414,-3.8452148,-0.046686932,9.689334,0.04309563
0.18310547,-2.5634766,-3.8452148,-0.051475335,9.6845455,0.034715924
0.24414062,-2.6245117,-3.7841797,-0.045489833,9.702502,0.047884032
0.30517578,-2.5634766,-3.8452148,-0.04309563,9.700109,0.049081136
0.36621094,-2.5634766,-3.8452148,-0.044292733,9.698911,0.06344634
0.24414062,-2.5634766,-3.8452148,-0.050278235,9.698911,0.062249243
0.30517578,-2.6245117,-3.8452148,-0.049081136,9.706094,0.055066638
0.24414062,-2.5024414,-3.8452148,-0.053869538,9.700109,0.050278235
0.24414062,-2.6245117,-3.8452148,-0.077811554,9.698911,0.037110128
0.24414062,-2.5024414,-3.8452148,-0.06943185,9.677363,0.059855044
0.24414062,-2.5024414,-3.8452148,-0.051475335,9.679757,0.047884032
0.36621094,-2.6245117,-3.8452148,-0.05267244,9.67856,0.061052144
0.30517578,-2.6855469,-3.7841797,-0.046686932,9.698911,0.047884032
0.24414062,-2.6855469,-3.90625,-0.04309563,9.697714,0.051475335
0.24414062,-2.6245117,-3.90625,-0.044292733,9.714474,0.05626374
0.12207031,-2.6245117,-3.7841797,-0.044292733,9.716867,0.045489833
0.12207031,-2.5024414,-3.7231445,-0.046686932,9.677363,0.037110128
0.24414062,-2.5024414,-3.7231445,-0.053869538,9.691729,0.04189853
0.30517578,-2.5634766,-3.7231445,-0.05746084,9.694122,0.038307227
0.30517578,-2.5634766,-3.8452148,-0.061052144,9.680955,0.035913024
0.30517578,-2.5024414,-3.7231445,-0.053869538,9.707291,0.05267244
0.30517578,-2.5634766,-3.8452148,-0.05626374,9.680955,0.047884032
0.18310547,-2.5634766,-3.6621094,-0.049081136,9.69532,0.04309563
0.18310547,-2.6245117,-3.7231445,-0.047884032,9.677363,0.050278235
0.18310547,-2.6245117,-3.7841797,-0.044292733,9.715671,0.047884032
0.24414062,-2.5634766,-3.7231445,-0.047884032,9.698911,0.034715924
0.30517578,-2.6245117,-3.7841797,-0.045489833,9.661801,0.03232172
0.36621094,-2.4414062,-3.90625,-0.046686932,9.727641,0.047884032
0.4272461,-2.5024414,-3.90625,-0.062249243,9.68694,0.07182605
0.30517578,-2.6245117,-3.7841797,-0.062249243,9.676167,0.074220255
0.24414062,-2.5634766,-3.8452148,-0.061052144,9.715671,0.06584055
0.24414062,-2.5024414,-3.90625,-0.05865794,9.661801,0.06344634
0.24414062,-2.5634766,-3.8452148,-0.047884032,9.706094,0.034715924
0.18310547,-2.5024414,-3.8452148,-0.045489833,9.701305,0.023942016
0.36621094,-2.380371,-3.9672852,-0.045489833,9.69532,0.035913024
0.36621094,-2.5024414,-3.9672852,-0.044292733,9.692925,0.06344634
0.30517578,-2.4414062,-3.90625,-0.05267244,9.689334,0.075417355
0.30517578,-2.380371,-3.90625,-0.055066638,9.707291,0.059855044
0.30517578,-2.5024414,-3.8452148,-0.06464344,9.665392,0.055066638
0.24414062,-2.5024414,-3.90625,-0.073023155,9.688137,0.035913024
0.24414062,-2.5024414,-3.8452148,-0.055066638,9.668983,0.02633622
0.30517578,-2.5024414,-3.90625,-0.06584055,9.660604,0.010773907
0.24414062,-2.6245117,-3.8452148,-0.053869538,9.697714,0.02873042
0.36621094,-2.5024414,-3.90625,-0.046686932,9.692925,0.04309563
0.30517578,-2.4414062,-3.8452148,-0.046686932,9.68694,0.05865794
0.18310547,-2.5024414,-3.90625,-0.044292733,9.716867,0.050278235
0.24414062,-2.5024414,-3.90625,-0.05267244,9.704897,0.047884032
0.30517578,-2.4414062,-3.90625,-0.053869538,9.692925,0.033518825
0.4272461,-2.6245117,-3.90625,-0.053869538,9.682152,0.045489833
0.36621094,-2.5634766,-3.8452148,-0.06943185,9.694122,0.04309563
0.24414062,-2.5634766,-3.90625,-0.049081136,9.667787,0.051475335
0.24414062,-2.5024414,-3.90625,-0.050278235,9.685743,0.03232172
0.30517578,-2.5634766,-3.8452148,-0.045489833,9.702502,0.039504327
0.30517578,-2.4414062,-3.8452148,-0.051475335,9.691729,0.051475335
0.36621094,-2.5634766,-3.9672852,-0.061052144,9.689334,0.049081136
0.4272461,-2.5634766,-3.9672852,-0.044292733,9.703699,0.049081136
0.36621094,-2.5634766,-3.90625,-0.050278235,9.679757,0.04070143
0.36621094,-2.5024414,-3.90625,-0.049081136,9.698911,0.044292733
0.30517578,-2.5024414,-3.9672852,-0.06943185,9.671378,0.04189853
0.18310547,-2.4414062,-3.9672852,-0.05267244,9.685743,0.044292733
0.24414062,-2.4414062,-3.9672852,-0.047884032,9.694122,0.025139118
0.30517578,-2.5024414,-3.90625,-0.047884032,9.69532,0.046686932
0.18310547,-2.5634766,-3.8452148,-0.047884032,9.6845455,0.059855044
0.30517578,-2.5634766,-3.8452148,-0.05267244,9.679757,0.05267244
0.30517578,-2.5024414,-3.9672852,-0.05267244,9.692925,0.044292733
0.30517578,-2.6245117,-3.9672852,-0.049081136,9.685743,0.039504327
0.30517578,-2.5634766,-3.9672852,-0.047884032,9.698911,0.050278235
0.30517578,-2.6245117,-3.90625,-0.07182605,9.704897,0.037110128
0.24414062,-2.6855469,-3.90625,-0.059855044,9.676167,0.033518825
0.24414062,-2.5634766,-3.90625,-0.049081136,9.710882,0.047884032
0.24414062,-2.5024414,-3.90625,-0.055066638,9.679757,0.044292733
0.18310547,-2.5634766,-3.8452148,-0.053869538,9.677363,0.047884032
0.18310547,-2.6245117,-3.90625,-0.05626374,9.6845455,0.051475335
0.18310547,-2.5024414,-3.90625,-0.053869538,9.683349,0.039504327
0.18310547,-2.5024414,-3.8452148,-0.051475335,9.694122,0.04309563
0.30517578,-2.5634766,-4.0283203,-0.049081136,9.677363,0.04309563
0.24414062,-2.4414062,-3.90625,-0.049081136,9.697714,0.038307227
0.30517578,-2.5634766,-3.8452148,-0.055066638,9.690532,0.046686932
0.24414062,-2.5634766,-3.8452148,-0.055066638,9.667787,0.04070143
0.18310547,-2.4414062,-3.8452148,-0.05267244,9.691729,0.047884032
0.30517578,-2.5024414,-3.9672852,-0.045489833,9.676167,0.04070143
0.30517578,-2.5024414,-3.8452148,-0.046686932,9.722853,0.06344634
0.30517578,-2.4414062,-3.8452148,-0.044292733,9.720459,0.059855044
0.36621094,-2.5024414,-3.90625,-0.046686932,9.674969,0.04309563
0.30517578,-2.5634766,-3.8452148,-0.047884032,9.704897,0.045489833
0.18310547,-2.5634766,-3.7841797,-0.055066638,9.689334,0.06584055
0.24414062,-2.4414062,-3.90625,-0.05626374,9.690532,0.06943185
0.30517578,-2.5634766,-3.8452148,-0.055066638,9.697714,0.07062895
0.24414062,-2.5634766,-3.8452148,-0.05626374,9.662998,0.055066638
0.18310547,-2.5634766,-3.9672852,-0.050278235,9.698911,0.047884032
0.18310547,-2.5634766,-3.90625,-0.050278235,9.688137,0.047884032
0.18310547,-2.6245117,-3.90625,-0.055066638,9.690532,0.04189853
0.18310547,-2.5634766,-3.7841797,-0.053869538,9.682152,0.051475335
0.24414062,-2.5024414,-3.8452148,-0.055066638,9.6845455,0.062249243
0.30517578,-2.5634766,-3.9672852,-0.05267244,9.697714,0.059855044
0.30517578,-2.5634766,-3.8452148,-0.049081136,9.688137,0.045489833
0.30517578,-2.5024414,-3.90625,-0.05267244,9.706094,0.037110128
0.30517578,-2.6245117,-3.8452148,-0.05267244,9.69532,0.04070143
0.30517578,-2.5024414,-3.8452148,-0.049081136,9.682152,0.034715924
0.36621094,-2.5024414,-3.8452148,-0.047884032,9.694122,0.02873042
0.4272461,-2.4414062,-3.8452148,-0.046686932,9.679757,0.050278235
0.36621094,-2.5634766,-3.8452148,-0.051475335,9.720459,0.05865794
0.30517578,-2.5634766,-3.8452148,-0.053869538,9.671378,0.074220255
0.30517578,-2.5634766,-3.8452148,-0.05746084,9.689334,0.05626374
0.24414062,-2.5634766,-3.8452148,-0.059855044,9.691729,0.039504327
0.18310547,-2.5634766,-3.8452148,-0.05267244,9.683349,0.04309563
0.30517578,-2.6245117,-3.90625,-0.051475335,9.707291,0.044292733
0.30517578,-2.5024414,-3.8452148,-0.059855044,9.672575,0.034715924
0.36621094,-2.5024414,-3.90625,-0.049081136,9.716867,0.047884032
0.30517578,-2.5634766,-3.90625,-0.059855044,9.667787,0.05626374
0.30517578,-2.5024414,-3.90625,-0.047884032,9.715671,0.046686932
0.36621094,-2.6245117,-3.8452148,-0.045489833,9.709685,0.044292733
0.24414062,-2.4414062,-3.8452148,-0.049081136,9.672575,0.051475335
0.12207031,-2.5634766,-3.7841797,-0.047884032,9.697714,0.047884032
0.24414062,-2.4414062,-3.8452148,-0.051475335,9.673772,0.055066638
0.36621094,-2.4414062,-3.90625,-0.047884032,9.6845455,0.029927522
0.24414062,-2.5024414,-3.90625,-0.055066638,9.702502,0.035913024
0.24414062,-2.5024414,-3.8452148,-0.051475335,9.69532,0.04070143
0.30517578,-2.5634766,-3.8452148,-0.06464344,9.689334,0.039504327
0.36621094,-2.5024414,-3.90625,-0.059855044,9.69532,0.016759412
0.30517578,-2.4414062,-3.8452148,-0.049081136,9.701305,0.029927522
0.30517578,-2.5024414,-3.90625,-0.051475335,9.707291,0.04309563
0.30517578,-2.5634766,-3.90625,-0.045489833,9.694122,0.05865794
0.30517578,-2.5024414,-3.90625,-0.045489833,9.706094,0.062249243
0.30517578,-2.6245117,-3.8452148,-0.044292733,9.685743,0.047884032
0.30517578,-2.5024414,-3.90625,-0.046686932,9.701305,0.034715924
0.30517578,-2.5024414,-4.0283203,-0.049081136,9.706094,0.02633622
0.30517578,-2.5634766,-3.90625,-0.05267244,9.690532,0.017956512
0.30517578,-2.5024414,-3.9672852,-0.06703765,9.691729,0.034715924
0.36621094,-2.5024414,-3.90625,-0.06344634,9.676167,0.037110128
0.30517578,-2.5634766,-3.90625,-0.062249243,9.677363,0.046686932
0.24414062,-2.5024414,-3.90625,-0.07182605,9.691729,0.038307227
0.30517578,-2.5634766,-3.7841797,-0.05746084,9.698911,0.033518825
0.30517578,-2.6245117,-3.8452148,-0.045489833,9.709685,0.03232172
0.36621094,-2.4414062,-3.8452148,-0.045489833,9.692925,0.02873042
0.24414062,-2.5024414,-3.8452148,-0.045489833,9.707291,0.033518825
0.30517578,-2.5634766,-3.7841797,-0.046686932,9.692925,0.04309563
0.18310547,-2.5024414,-3.8452148,-0.05267244,9.682152,0.03232172
0.30517578,-2.5634766,-3.9672852,-0.045489833,9.702502,0.046686932
0.24414062,-2.4414062,-3.90625,-0.053869538,9.664195,0.050278235
0.48828125,-2.5634766,-3.8452148,-0.055066638,9.704897,0.04070143
0.5493164,-2.5024414,-3.90625,-0.053869538,9.696517,0.02873042
0.48828125,-2.6245117,-3.7841797,-0.06464344,9.668983,0.023942016
0.36621094,-2.6245117,-3.7841797,-0.05746084,9.692925,0.025139118
0.24414062,-2.5024414,-3.90625,-0.055066638,9.691729,0.047884032
0.36621094,-2.5634766,-3.8452148,-0.049081136,9.692925,0.025139118
0.36621094,-2.5634766,-3.7841797,-0.055066638,9.676167,0.05746084
0.30517578,-2.5024414,-3.90625,-0.050278235,9.69532,0.033518825
0.30517578,-2.5634766,-3.9672852,-0.049081136,9.694122,0.049081136
0.24414062,-2.5634766,-3.90625,-0.051475335,9.689334,0.037110128
0.30517578,-2.5634766,-3.8452148,-0.055066638,9.701305,0.035913024
0.24414062,-2.5024414,-3.8452148,-0.050278235,9.689334,0.04070143
0.4272461,-2.5024414,-3.90625,-0.053869538,9.683349,0.027533319
0.36621094,-2.5024414,-3.90625,-0.055066638,9.674969,0.03232172
0.36621094,-2.4414062,-3.9672852,-0.050278235,9.692925,0.038307227
0.36621094,-2.5634766,-3.90625,-0.051475335,9.688137,0.039504327
0.30517578,-2.4414062,-3.90625,-0.046686932,9.697714,0.037110128
0.4272461,-2.5634766,-3.9672852,-0.047884032,9.700109,0.02633622
0.24414062,-2.5024414,-3.90625,-0.05626374,9.680955,0.038307227
0.30517578,-2.5024414,-3.8452148,-0.055066638,9.690532,0.038307227
0.36621094,-2.5024414,-4.0283203,-0.05626374,9.702502,0.045489833
0.24414062,-2.5024414,-4.0893555,-0.062249243,9.676167,0.04189853
0.36621094,-2.4414062,-3.8452148,-0.075417355,9.682152,0.025139118
0.36621094,-2.5024414,-3.8452148,-0.061052144,9.683349,0.037110128
0.36621094,-2.6245117,-3.90625,-0.055066638,9.6845455,0.04189853
0.30517578,-2.6245117,-3.90625,-0.055066638,9.69532,0.023942016
0.24414062,-2.5634766,-3.90625,-0.046686932,9.696517,0.049081136
0.24414062,-2.5634766,-3.90625,-0.046686932,9.700109,0.045489833
0.36621094,-2.6245117,-3.8452148,-0.045489833,9.7084875,0.051475335
0.24414062,-2.5634766,-3.9672852,-0.050278235,9.701305,0.061052144
0.30517578,-2.5024414,-3.9672852,-0.047884032,9.712079,0.055066638
0.30517578,-2.5024414,-3.90625,-0.050278235,9.690532,0.061052144
0.12207031,-2.5634766,-3.90625,-0.05267244,9.700109,0.05865794
0.18310547,-2.6245117,-3.8452148,-0.049081136,9.682152,0.05267244
0.12207031,-2.5024414,-3.90625,-0.053869538,9.691729,0.053869538
0.18310547,-2.5024414,-3.90625,-0.047884032,9.719262,0.049081136
0.12207031,-2.5024414,-3.9672852,-0.05626374,9.661801,0.06823475
0.24414062,-2.6245117,-3.90625,-0.05746084,9.694122,0.06584055
0.30517578,-2.5634766,-3.90625,-0.046686932,9.674969,0.062249243
0.30517578,-2.5024414,-3.7841797,-0.047884032,9.697714,0.045489833
0.36621094,-2.5024414,-3.90625,-0.051475335,9.690532,0.051475335
0.30517578,-2.5634766,-3.8452148,-0.047884032,9.694122,0.051475335
0.18310547,-2.4414062,-3.7841797,-0.051475335,9.69532,0.04309563
0.24414062,-2.5024414,-3.8452148,-0.055066638,9.690532,0.045489833
0.24414062,-2.5024414,-3.90625,-0.049081136,9.702502,0.055066638
0.30517578,-2.5024414,-3.9672852,-0.05626374,9.668983,0.06943185
0.24414062,-2.5024414,-3.9672852,-0.053869538,9.710882,0.07182605
0.24414062,-2.5634766,-3.9672852,-0.047884032,9.703699,0.051475335
0.24414062,-2.5024414,-3.9672852,-0.046686932,9.690532,0.04070143
0.18310547,-2.5024414,-3.9672852,-0.053869538,9.68694,0.02873042
0.30517578,-2.5634766,-3.90625,-0.06464344,9.673772,0.031124622
0.30517578,-2.5024414,-3.8452148,-0.047884032,9.691729,0.016759412
0.30517578,-2.5024414,-3.90625,-0.053869538,9.676167,0.044292733
0.36621094,-2.4414062,-3.9672852,-0.05626374,9.689334,0.05865794
0.24414062,-2.5024414,-3.9672852,-0.051475335,9.698911,0.051475335
0.24414062,-2.5024414,-3.9672852,-0.049081136,9.704897,0.046686932
0.30517578,-2.6245117,-3.9672852,-0.05865794,9.672575,0.021547815
0.36621094,-2.5024414,-3.90625,-0.049081136,9.700109,0.022744916
0.30517578,-2.5634766,-3.90625,-0.047884032,9.683349,0.025139118
0.24414062,-2.4414062,-3.90625,-0.046686932,9.704897,0.037110128
0.24414062,-2.5024414,-3.90625,-0.049081136,9.694122,0.04070143
0.24414062,-2.6245117,-3.90625,-0.046686932,9.696517,0.053869538
0.12207031,-2.5634766,-3.90625,-0.046686932,9.696517,0.08140286
0.12207031,-2.5634766,-3.90625,-0.055066638,9.706094,0.050278235
0.24414062,-2.5634766,-3.9672852,-0.05746084,9.672575,0.038307227
0.30517578,-2.5634766,-3.90625,-0.053869538,9.680955,0.039504327
0.30517578,-2.4414062,-3.90625,-0.05267244,9.694122,0.04070143
0.36621094,-2.5634766,-3.90625,-0.047884032,9.69532,0.035913024
0.24414062,-2.5024414,-3.90625,-0.05746084,9.667787,0.031124622
0.30517578,-2.5634766,-3.90625,-0.045489833,9.714474,0.06344634
0.24414062,-2.4414062,-3.90625,-0.051475335,9.690532,0.06344634
0.24414062,-2.4414062,-3.9672852,-0.051475335,9.710882,0.05626374
0.30517578,-2.4414062,-3.9672852,-0.050278235,9.69532,0.049081136
0.18310547,-2.4414062,-3.9672852,-0.051475335,9.685743,0.04309563
0.36621094,-2.6245117,-3.9672852,-0.06584055,9.698911,0.035913024
0.30517578,-2.5024414,-3.90625,-0.053869538,9.688137,0.033518825
0.36621094,-2.5024414,-3.8452148,-0.051475335,9.697714,0.055066638
0.24414062,-2.5634766,-3.9672852,-0.053869538,9.677363,0.05267244
0.24414062,-2.5024414,-3.90625,-0.049081136,9.69532,0.053869538
0.24414062,-2.5024414,-3.90625,-0.046686932,9.707291,0.04070143
0.30517578,-2.6245117,-3.90625,-0.05626374,9.682152,0.04309563
0.36621094,-2.5634766,-3.9672852,-0.049081136,9.690532,0.039504327
0.4272461,-2.5024414,-3.9672852,-0.049081136,9.703699,0.02633622
0.36621094,-2.5024414,-3.9672852,-0.047884032,9.692925,0.02873042
0.36621094,-2.5634766,-3.9672852,-0.050278235,9.701305,0.04309563
0.30517578,-2.4414062,-4.0283203,-0.051475335,9.690532,0.05267244
0.30517578,-2.5024414,-3.9672852,-0.051475335,9.696517,0.061052144
0.18310547,-2.5634766,-3.90625,-0.055066638,9.706094,0.05746084
0.30517578,-2.5634766,-3.90625,-0.062249243,9.691729,0.059855044
0.30517578,-2.5024414,-3.90625,-0.05865794,9.671378,0.034715924
0.12207031,-2.5024414,-3.90625,-0.044292733,9.6845455,0.027533319
0.18310547,-2.5634766,-3.8452148,-0.046686932,9.733627,0.03232172
0.36621094,-2.5634766,-3.90625,-0.05267244,9.652225,0.033518825
0.36621094,-2.5634766,-3.9672852,-0.055066638,9.696517,0.049081136
0.30517578,-2.5024414,-3.90625,-0.05267244,9.697714,0.06703765
0.4272461,-2.5634766,-3.9672852,-0.045489833,9.702502,0.05865794
0.30517578,-2.5024414,-4.0283203,-0.047884032,9.716867,0.051475335
0.30517578,-2.5634766,-3.90625,-0.05267244,9.66659,0.05746084
0.30517578,-2.5634766,-3.90625,-0.049081136,9.692925,0.022744916
0.18310547,-2.6245117,-3.90625,-0.051475335,9.703699,0.020350715
0.30517578,-2.5634766,-3.8452148,-0.055066638,9.673772,0.031124622
0.24414062,-2.5634766,-3.8452148,-0.059855044,9.674969,0.03232172
0.24414062,-2.5024414,-3.9672852,-0.049081136,9.674969,0.06943185
0.30517578,-2.5634766,-3.90625,-0.051475335,9.709685,0.06344634
0.30517578,-2.5024414,-3.8452148,-0.047884032,9.680955,0.062249243
0.30517578,-2.4414062,-3.9672852,-0.046686932,9.67856,0.03232172
0.18310547,-2.5024414,-3.8452148,-0.044292733,9.706094,0.038307227
0.18310547,-2.5634766,-3.90625,-0.047884032,9.677363,0.04070143
0.24414062,-2.5024414,-3.8452148,-0.050278235,9.701305,0.044292733
0.36621094,-2.5634766,-3.8452148,-0.050278235,9.696517,0.051475335
0.24414062,-2.5024414,-3.9672852,-0.055066638,9.691729,0.075417355
0.30517578,-2.5634766,-3.9672852,-0.06703765,9.679757,0.06584055
0.30517578,-2.5024414,-3.90625,-0.06464344,9.685743,0.05865794
0.24414062,-2.5024414,-3.90625,-0.074220255,9.664195,0.02633622
0.24414062,-2.5634766,-3.9672852,-0.049081136,9.66659,0.023942016
0.30517578,-2.5024414,-3.9672852,-0.045489833,9.697714,0.027533319
0.24414062,-2.5024414,-3.90625,-0.044292733,9.700109,0.044292733
0.24414062,-2.5634766,-3.90625,-0.044292733,9.683349,0.073023155
0.24414062,-2.5024414,-3.7841797,-0.044292733,9.725247,0.061052144
0.36621094,-2.5634766,-3.7841797,-0.044292733,9.674969,0.039504327
0.30517578,-2.4414062,-3.8452148,-0.047884032,9.700109,0.050278235
0.30517578,-2.4414062,-3.90625,-0.06823475,9.69532,0.035913024
0.4272461,-2.5024414,-3.90625,-0.07182605,9.677363,0.020350715
0.30517578,-2.4414062,-3.8452148,-0.092176765,9.694122,0.037110128
0.36621094,-2.5634766,-3.8452148,-0.073023155,9.691729,0.034715924
0.24414062,-2.5634766,-3.90625,-0.07062895,9.651027,0.035913024
0.24414062,-2.5024414,-3.8452148,-0.049081136,9.676167,0.05746084
0.4272461,-2.5024414,-3.8452148,-0.05626374,9.692925,0.05865794
0.36621094,-2.5634766,-3.90625,-0.050278235,9.696517,0.061052144
0.30517578,-2.6855469,-3.8452148,-0.050278235,9.679757,0.079008654
0.30517578,-2.5634766,-3.9672852,-0.044292733,9.726444,0.053869538
0.36621094,-2.5024414,-3.90625,-0.046686932,9.697714,0.062249243
0.30517578,-2.5634766,-3.8452148,-0.051475335,9.694122,0.062249243
0.18310547,-2.5024414,-3.90625,-0.05865794,9.692925,0.044292733
0.24414062,-2.4414062,-3.90625,-0.061052144,9.662998,0.045489833
0.18310547,-2.4414062,-3.90625,-0.051475335,9.677363,0.027533319
0.30517578,-2.5024414,-3.8452148,-0.044292733,9.697714,0.020350715
0.36621094,-2.6245117,-3.8452148,-0.044292733,9.674969,0.021547815
0.36621094,-2.5024414,-3.7841797,-0.049081136,9.712079,0.035913024
0.4272461,-2.5024414,-3.8452148,-0.059855044,9.659407,0.05626374
0.48828125,-2.5634766,-3.8452148,-0.050278235,9.712079,0.05267244
0.30517578,-2.5634766,-3.90625,-0.055066638,9.66659,0.034715924
0.30517578,-2.6245117,-3.90625,-0.06464344,9.692925,0.031124622
0.24414062,-2.6245117,-3.90625,-0.06584055,9.680955,0.04189853
0.36621094,-2.6245117,-3.90625,-0.05746084,9.68694,0.034715924
0.36621094,-2.5634766,-3.90625,-0.073023155,9.692925,0.06464344
0.36621094,-2.5024414,-3.90625,-0.074220255,9.704897,0.06464344
0.30517578,-2.5634766,-3.8452148,-0.05865794,9.67018,0.076614454
0.30517578,-2.5634766,-3.8452148,-0.047884032,9.716867,0.06943185
0.30517578,-2.5634766,-3.9672852,-0.046686932,9.701305,0.06703765
0.30517578,-2.5024414,-3.90625,-0.047884032,9.700109,0.033518825
0.30517578,-2.5024414,-3.90625,-0.04309563,9.662998,0.01316811
0.30517578,-2.5024414,-3.8452148,-0.044292733,9.689334,0.022744916
0.4272461,-2.5024414,-3.8452148,-0.046686932,9.709685,0.055066638
0.36621094,-2.5024414,-3.8452148,-0.06943185,9.67018,0.047884032
0.48828125,-2.5024414,-3.90625,-0.05865794,9.701305,0.06344634
0.4272461,-2.5634766,-3.7841797,-0.053869538,9.677363,0.05746084
0.36621094,-2.5634766,-3.90625,-0.062249243,9.674969,0.03232172
0.30517578,-2.5024414,-4.0283203,-0.05746084,9.689334,0.04189853
0.18310547,-2.5024414,-3.8452148,-0.051475335,9.683349,0.04189853
0.36621094,-2.5024414,-3.90625,-0.06823475,9.702502,0.07182605
